CampaignID,StartDate,EndDate,Month,Quarter,Channel,Impressions,Clicks,Leads,Conversions,Click Through Rate,Conversion Rate ,Cost Per Acquisition,Cost Per Mille, Cost_USD , Revenue_USD , ROI ,Calculated ROI,Lead to Conversion Rate,ROAS
CAMP00593,13/05/2025,18/05/2025,May,Q2,Search,212484,5568,1459,328,2.62%,5.89%,USD 4.82,USD 7.44,1581.06,2230.02,0.41,41.05%,22.48%,1.41
CAMP00594,12/06/2025,17/06/2025,Jun,Q2,Email,224939,14960,3161,771,6.65%,5.15%,USD 4.78,USD 16.37,3682.40,5974.54,0.62,62.25%,24.39%,1.62
CAMP00595,03/08/2025,12/08/2025,Aug,Q3,Search,18144,511,154,53,2.82%,10.37%,USD 11.12,USD 32.48,589.29,810.82,0.38,37.59%,34.42%,1.38
CAMP00596,09/08/2025,19/08/2025,Aug,Q3,Social,274793,16311,3373,1270,5.94%,7.79%,USD 0.72,USD 3.31,910.67,2157.34,1.37,136.90%,37.65%,2.37
CAMP00597,23/08/2025,05/09/2025,Aug,Q3,Influencer,188746,11316,1596,571,6.00%,5.05%,USD 3.71,USD 11.23,2120.25,2217.53,0.05,4.59%,35.78%,1.05
CAMP00598,27/11/2025,02/12/2025,Nov,Q4,Email,17818,299,125,56,1.68%,18.73%,USD 28.27,USD 88.86,1583.37,2878.91,0.82,81.82%,44.80%,1.82
CAMP00599,26/05/2025,03/06/2025,May,Q2,Search,266644,13620,5188,1218,5.11%,8.94%,USD 3.72,USD 16.98,4526.52,7913.66,0.75,74.83%,23.48%,1.75
CAMP00600,27/08/2025,10/09/2025,Aug,Q3,Influencer,41880,2156,288,114,5.15%,5.29%,USD 9.49,USD 25.84,1082.17,2982.46,1.76,175.60%,39.58%,2.76
CAMP00601,17/03/2025,29/03/2025,Mar,Q1,Email,173405,6714,1108,581,3.87%,8.65%,USD 2.27,USD 7.61,1319.33,2039.11,0.55,54.56%,52.44%,1.55
CAMP00602,09/01/2025,23/01/2025,Jan,Q1,Influencer,162788,5688,796,454,3.49%,7.98%,USD 2.14,USD 5.97,972.62,2105.54,1.16,116.48%,57.04%,2.16
CAMP00603,15/03/2025,28/03/2025,Mar,Q1,Email,239353,7225,3007,1275,3.02%,17.65%,USD 3.38,USD 17.99,4305.92,4346.22,0.01,0.94%,42.40%,1.01
CAMP00604,10/09/2025,17/09/2025,Sep,Q3,Display,298441,3143,1285,328,1.05%,10.44%,USD 3.32,USD 3.65,1090.09,3089.20,1.83,183.39%,25.53%,2.83
CAMP00605,18/08/2025,02/09/2025,Aug,Q3,Email,286206,2908,765,375,1.02%,12.90%,USD 4.87,USD 6.38,1825.18,4149.23,1.27,127.33%,49.02%,2.27
CAMP00606,07/01/2025,13/01/2025,Jan,Q1,Search,34492,2175,932,483,6.31%,22.21%,USD 7.00,USD 97.98,3379.63,8743.99,1.59,158.73%,51.82%,2.59
CAMP00607,23/06/2025,01/07/2025,Jun,Q2,Influencer,243151,8809,4312,1200,3.62%,13.62%,USD 0.40,USD 1.98,480.40,1027.43,1.14,113.87%,27.83%,2.14
CAMP00608,21/05/2025,27/05/2025,May,Q2,Influencer,91861,2306,1125,529,2.51%,22.94%,USD 7.75,USD 44.65,4101.58,10791.48,1.63,163.11%,47.02%,2.63
CAMP00609,17/06/2025,22/06/2025,Jun,Q2,Influencer,192553,13791,6789,3884,7.16%,28.16%,USD 0.92,USD 18.49,3560.63,4161.59,0.17,16.88%,57.21%,1.17
CAMP00610,19/06/2025,26/06/2025,Jun,Q2,Social,211796,12199,5349,2607,5.76%,21.37%,USD 0.53,USD 6.51,1379.08,3338.73,1.42,142.10%,48.74%,2.42
CAMP00611,10/10/2025,21/10/2025,Oct,Q4,Social,202449,18695,3492,1278,9.23%,6.84%,USD 1.58,USD 9.98,2019.79,2620.90,0.30,29.76%,36.60%,1.30
CAMP00612,02/05/2025,07/05/2025,May,Q2,Search,79457,6737,828,312,8.48%,4.63%,USD 10.06,USD 39.50,3138.34,6756.75,1.15,115.30%,37.68%,2.15
CAMP00613,13/07/2025,19/07/2025,Jul,Q3,Display,74885,5646,2397,555,7.54%,9.83%,USD 8.54,USD 63.27,4737.64,14077.64,1.97,197.14%,23.15%,2.97
CAMP00614,05/01/2025,10/01/2025,Jan,Q1,Social,80191,1715,383,157,2.14%,9.15%,USD 20.28,USD 39.70,3183.38,4332.66,0.36,36.10%,40.99%,1.36
CAMP00615,29/01/2025,10/02/2025,Jan,Q1,Email,52674,3684,866,451,6.99%,12.24%,USD 2.97,USD 25.44,1339.89,2026.37,0.51,51.23%,52.08%,1.51
CAMP00616,14/06/2025,23/06/2025,Jun,Q2,Search,85415,6188,799,472,7.24%,7.63%,USD 5.22,USD 28.85,2464.23,3505.67,0.42,42.26%,59.07%,1.42
CAMP00617,05/12/2025,17/12/2025,Dec,Q4,Display,208265,16390,6324,2274,7.87%,13.87%,USD 1.01,USD 11.06,2303.11,4201.83,0.82,82.44%,35.96%,1.82
CAMP00618,16/05/2025,23/05/2025,May,Q2,Email,250365,8432,2296,859,3.37%,10.19%,USD 3.15,USD 10.82,2709.78,5357.44,0.98,97.71%,37.41%,1.98
CAMP00619,31/12/2025,11/01/2026,Dec,Q4,Influencer,186796,12632,2295,509,6.76%,4.03%,USD 5.19,USD 14.15,2643.34,3489.50,0.32,32.01%,22.18%,1.32
CAMP00620,17/11/2025,29/11/2025,Nov,Q4,Social,112889,7410,2674,1363,6.56%,18.39%,USD 1.38,USD 16.69,1883.86,1988.71,0.06,5.57%,50.97%,1.06
CAMP00621,08/12/2025,18/12/2025,Dec,Q4,Email,37895,1693,832,404,4.47%,23.86%,USD 10.82,USD 115.37,4371.95,7359.06,0.68,68.32%,48.56%,1.68
CAMP00622,25/05/2025,05/06/2025,May,Q2,Display,279064,19455,5824,2103,6.97%,10.81%,USD 0.82,USD 6.15,1717.54,3029.84,0.76,76.41%,36.11%,1.76
CAMP00623,23/11/2025,29/11/2025,Nov,Q4,Search,216000,3845,1317,637,1.78%,16.57%,USD 4.23,USD 12.49,2696.77,4761.71,0.77,76.57%,48.37%,1.77
CAMP00624,05/08/2025,17/08/2025,Aug,Q3,Email,85453,5803,958,430,6.79%,7.41%,USD 3.21,USD 16.13,1378.23,3211.23,1.33,133.00%,44.89%,2.33
CAMP00625,28/10/2025,06/11/2025,Oct,Q4,Search,166715,10760,1768,897,6.45%,8.34%,USD 2.49,USD 13.38,2230.53,4232.41,0.90,89.75%,50.74%,1.90
CAMP00626,12/05/2025,23/05/2025,May,Q2,Influencer,296371,8581,2430,791,2.90%,9.22%,USD 4.35,USD 11.60,3438.82,4180.64,0.22,21.57%,32.55%,1.22
CAMP00627,19/10/2025,24/10/2025,Oct,Q4,Display,290395,24288,10635,4895,8.36%,20.15%,USD 0.78,USD 13.13,3813.49,10924.52,1.86,186.47%,46.03%,2.86
CAMP00628,11/03/2025,20/03/2025,Mar,Q1,Display,291382,25844,11982,5394,8.87%,20.87%,USD 0.75,USD 13.90,4050.49,9726.51,1.40,140.13%,45.02%,2.40
CAMP00629,09/09/2025,14/09/2025,Sep,Q3,Social,65044,1882,671,158,2.89%,8.40%,USD 23.48,USD 57.05,3710.44,5290.04,0.43,42.57%,23.55%,1.43
CAMP00630,02/10/2025,14/10/2025,Oct,Q4,Display,163795,2757,673,210,1.68%,7.62%,USD 11.37,USD 14.57,2387.10,6851.48,1.87,187.02%,31.20%,2.87
CAMP00631,30/12/2025,07/01/2026,Dec,Q4,Email,99292,6386,2554,1389,6.43%,21.75%,USD 0.20,USD 2.86,283.60,846.02,1.98,198.31%,54.39%,2.98
CAMP00632,01/07/2025,09/07/2025,Jul,Q3,Email,144585,7690,1667,437,5.32%,5.68%,USD 6.11,USD 18.47,2670.01,3724.24,0.39,39.48%,26.21%,1.39
CAMP00633,16/06/2025,22/06/2025,Jun,Q2,Email,166297,8062,1514,532,4.85%,6.60%,USD 0.70,USD 2.23,370.24,652.01,0.76,76.10%,35.14%,1.76
CAMP00634,01/04/2025,10/04/2025,Apr,Q2,Influencer,111371,8741,3655,1060,7.85%,12.13%,USD 4.56,USD 43.42,4835.60,5502.27,0.14,13.79%,29.00%,1.14
CAMP00635,21/07/2025,26/07/2025,Jul,Q3,Display,147377,14335,5741,1470,9.73%,10.25%,USD 1.33,USD 13.24,1951.99,3835.48,0.96,96.49%,25.61%,1.96
CAMP00636,12/12/2025,25/12/2025,Dec,Q4,Display,36722,1945,880,224,5.30%,11.52%,USD 11.46,USD 69.93,2567.99,6613.59,1.58,157.54%,25.45%,2.58
CAMP00637,19/01/2025,28/01/2025,Jan,Q1,Email,260869,2753,910,308,1.06%,11.19%,USD 2.39,USD 2.82,734.78,2063.28,1.81,180.80%,33.85%,2.81
CAMP00638,08/02/2025,18/02/2025,Feb,Q1,Social,82684,5263,2414,1258,6.37%,23.90%,USD 3.96,USD 60.22,4979.04,10408.70,1.09,109.05%,52.11%,2.09
CAMP00639,06/05/2025,12/05/2025,May,Q2,Social,60429,4160,460,269,6.88%,6.47%,USD 9.34,USD 41.57,2511.79,4149.56,0.65,65.20%,58.48%,1.65
CAMP00640,22/06/2025,06/07/2025,Jun,Q2,Display,83437,7052,1420,608,8.45%,8.62%,USD 2.57,USD 18.72,1561.62,3356.83,1.15,114.96%,42.82%,2.15
CAMP00641,21/05/2025,04/06/2025,May,Q2,Display,231707,6475,2731,1240,2.79%,19.15%,USD 0.84,USD 4.51,1045.94,1287.58,0.23,23.10%,45.40%,1.23
CAMP00642,30/08/2025,04/09/2025,Aug,Q3,Search,178548,10211,2751,1407,5.72%,13.78%,USD 2.33,USD 18.40,3284.66,8771.94,1.67,167.06%,51.15%,2.67
CAMP00643,08/08/2025,16/08/2025,Aug,Q3,Display,180325,9059,1773,823,5.02%,9.08%,USD 2.72,USD 12.41,2237.87,4568.36,1.04,104.14%,46.42%,2.04
CAMP00644,06/05/2025,17/05/2025,May,Q2,Email,201035,14032,5871,3166,6.98%,22.56%,USD 0.52,USD 8.23,1654.92,4906.61,1.96,196.49%,53.93%,2.96
CAMP00645,27/02/2025,09/03/2025,Feb,Q1,Influencer,294765,4643,1991,1102,1.58%,23.73%,USD 0.13,USD 0.50,147.25,265.34,0.80,80.20%,55.35%,1.80
CAMP00646,28/05/2025,11/06/2025,May,Q2,Display,281364,25199,7118,3210,8.96%,12.74%,USD 0.09,USD 0.99,278.35,642.18,1.31,130.71%,45.10%,2.31
CAMP00647,13/11/2025,18/11/2025,Nov,Q4,Display,86757,4858,1392,575,5.60%,11.84%,USD 6.08,USD 40.33,3498.70,5877.33,0.68,67.99%,41.31%,1.68
CAMP00648,27/12/2025,01/01/2026,Dec,Q4,Email,110385,9816,4047,1442,8.89%,14.69%,USD 1.70,USD 22.24,2454.65,3179.54,0.30,29.53%,35.63%,1.30
CAMP00649,01/01/2025,13/01/2025,Jan,Q1,Search,175142,7114,2906,1117,4.06%,15.70%,USD 3.81,USD 24.32,4259.56,10689.18,1.51,150.95%,38.44%,2.51
CAMP00650,14/12/2025,22/12/2025,Dec,Q4,Display,44150,3038,1356,458,6.88%,15.08%,USD 8.28,USD 85.90,3792.29,8892.57,1.34,134.49%,33.78%,2.34
CAMP00651,09/07/2025,18/07/2025,Jul,Q3,Social,246983,23736,8502,3152,9.61%,13.28%,USD 0.92,USD 11.78,2909.86,7451.67,1.56,156.08%,37.07%,2.56
CAMP00652,10/07/2025,21/07/2025,Jul,Q3,Social,114756,10890,1898,1062,9.49%,9.75%,USD 2.68,USD 24.83,2848.86,8433.27,1.96,196.02%,55.95%,2.96
CAMP00653,08/11/2025,20/11/2025,Nov,Q4,Social,32161,3054,976,574,9.50%,18.80%,USD 6.54,USD 116.67,3752.19,11207.11,1.99,198.68%,58.81%,2.99
CAMP00654,27/04/2025,11/05/2025,Apr,Q2,Influencer,157252,2180,551,189,1.39%,8.67%,USD 19.74,USD 23.73,3731.70,10665.16,1.86,185.80%,34.30%,2.86
CAMP00655,14/05/2025,25/05/2025,May,Q2,Influencer,217473,10062,1115,321,4.63%,3.19%,USD 5.42,USD 8.00,1739.14,4851.65,1.79,178.97%,28.79%,2.79
CAMP00656,27/02/2025,05/03/2025,Feb,Q1,Display,285969,4424,790,182,1.55%,4.11%,USD 3.39,USD 2.15,616.07,987.57,0.60,60.30%,23.04%,1.60
CAMP00657,13/02/2025,21/02/2025,Feb,Q1,Display,97811,3702,674,360,3.78%,9.72%,USD 10.78,USD 39.69,3881.96,7519.03,0.94,93.69%,53.41%,1.94
CAMP00658,22/06/2025,06/07/2025,Jun,Q2,Display,156957,4035,536,293,2.57%,7.26%,USD 4.07,USD 7.60,1193.22,1304.90,0.09,9.36%,54.66%,1.09
CAMP00659,09/06/2025,14/06/2025,Jun,Q2,Influencer,106351,6999,1969,748,6.58%,10.69%,USD 5.32,USD 37.40,3977.20,9419.62,1.37,136.84%,37.99%,2.37
CAMP00660,22/06/2025,06/07/2025,Jun,Q2,Display,51260,4114,1247,519,8.03%,12.62%,USD 6.03,USD 61.03,3128.65,6545.42,1.09,109.21%,41.62%,2.09
CAMP00661,13/11/2025,26/11/2025,Nov,Q4,Email,182734,10269,2423,1201,5.62%,11.70%,USD 1.54,USD 10.15,1854.00,4475.43,1.41,141.39%,49.57%,2.41
CAMP00662,30/10/2025,06/11/2025,Oct,Q4,Search,191171,15598,4132,1447,8.16%,9.28%,USD 2.96,USD 22.37,4276.14,10098.70,1.36,136.16%,35.02%,2.36
CAMP00663,29/05/2025,05/06/2025,May,Q2,Social,198378,2212,707,198,1.12%,8.95%,USD 17.61,USD 17.58,3486.73,5382.95,0.54,54.38%,28.01%,1.54
CAMP00664,21/03/2025,04/04/2025,Mar,Q1,Social,291913,24474,3626,891,8.38%,3.64%,USD 3.11,USD 9.49,2771.03,5326.27,0.92,92.21%,24.57%,1.92
CAMP00665,01/08/2025,14/08/2025,Aug,Q3,Email,171286,4462,1449,426,2.60%,9.55%,USD 3.70,USD 9.19,1574.41,1905.32,0.21,21.02%,29.40%,1.21
CAMP00666,22/07/2025,05/08/2025,Jul,Q3,Display,37492,1930,741,339,5.15%,17.56%,USD 14.55,USD 131.57,4932.77,5766.59,0.17,16.90%,45.75%,1.17
CAMP00667,09/09/2025,16/09/2025,Sep,Q3,Influencer,225115,11218,5047,1711,4.98%,15.25%,USD 2.46,USD 18.70,4208.85,8081.36,0.92,92.01%,33.90%,1.92
CAMP00668,17/08/2025,29/08/2025,Aug,Q3,Display,67473,5977,1318,721,8.86%,12.06%,USD 1.07,USD 11.40,769.22,1624.30,1.11,111.16%,54.70%,2.11
CAMP00669,13/06/2025,19/06/2025,Jun,Q2,Display,114015,11052,4409,1036,9.69%,9.37%,USD 3.91,USD 35.53,4050.52,6632.94,0.64,63.76%,23.50%,1.64
CAMP00670,15/08/2025,22/08/2025,Aug,Q3,Social,93215,3072,1051,385,3.30%,12.53%,USD 1.79,USD 7.39,688.92,773.77,0.12,12.32%,36.63%,1.12
CAMP00671,27/05/2025,02/06/2025,May,Q2,Social,246495,3960,1192,360,1.61%,9.09%,USD 3.65,USD 5.33,1313.96,3052.51,1.32,132.31%,30.20%,2.32
CAMP00672,20/01/2025,25/01/2025,Jan,Q1,Influencer,8687,595,278,154,6.85%,25.88%,USD 31.12,USD 551.63,4791.99,11284.02,1.35,135.48%,55.40%,2.35
CAMP00673,16/02/2025,22/02/2025,Feb,Q1,Social,185207,10233,3561,1860,5.53%,18.18%,USD 2.35,USD 23.55,4362.53,7160.84,0.64,64.14%,52.23%,1.64
CAMP00674,21/08/2025,02/09/2025,Aug,Q3,Display,78400,4775,1176,698,6.09%,14.62%,USD 4.40,USD 39.15,3069.42,3074.40,0.00,0.16%,59.35%,1.00
CAMP00675,01/11/2025,14/11/2025,Nov,Q4,Email,164645,2332,898,222,1.42%,9.52%,USD 15.88,USD 21.41,3525.73,8009.18,1.27,127.16%,24.72%,2.27
CAMP00676,14/01/2025,20/01/2025,Jan,Q1,Influencer,271410,21652,10478,5374,7.98%,24.82%,USD 0.10,USD 1.99,539.09,615.12,0.14,14.10%,51.29%,1.14
CAMP00677,23/05/2025,03/06/2025,May,Q2,Email,42713,1320,616,154,3.09%,11.67%,USD 11.22,USD 40.47,1728.63,2501.07,0.45,44.69%,25.00%,1.45
CAMP00678,01/01/2025,10/01/2025,Jan,Q1,Display,27068,1086,534,139,4.01%,12.80%,USD 12.09,USD 62.06,1679.88,2512.60,0.50,49.57%,26.03%,1.50
CAMP00679,23/02/2025,02/03/2025,Feb,Q1,Influencer,95236,2909,401,86,3.05%,2.96%,USD 3.02,USD 2.73,260.08,397.16,0.53,52.71%,21.45%,1.53
CAMP00680,16/09/2025,29/09/2025,Sep,Q3,Email,144438,13741,3811,1470,9.51%,10.70%,USD 2.42,USD 24.58,3550.10,7928.56,1.23,123.33%,38.57%,2.23
CAMP00681,24/05/2025,03/06/2025,May,Q2,Influencer,74384,1873,511,127,2.52%,6.78%,USD 12.65,USD 21.60,1607.02,1861.49,0.16,15.83%,24.85%,1.16
CAMP00682,12/01/2025,27/01/2025,Jan,Q1,Display,35472,2692,682,231,7.59%,8.58%,USD 13.86,USD 90.27,3202.15,7334.65,1.29,129.05%,33.87%,2.29
CAMP00683,26/11/2025,01/12/2025,Nov,Q4,Influencer,139528,4481,768,238,3.21%,5.31%,USD 0.98,USD 1.67,233.40,459.70,0.97,96.96%,30.99%,1.97
CAMP00684,12/08/2025,21/08/2025,Aug,Q3,Display,220750,10649,4609,2721,4.82%,25.55%,USD 0.04,USD 0.49,108.05,183.42,0.70,69.75%,59.04%,1.70
CAMP00685,29/09/2025,10/10/2025,Sep,Q3,Influencer,148103,14757,5448,2524,9.96%,17.10%,USD 0.37,USD 6.30,933.03,2060.48,1.21,120.84%,46.33%,2.21
CAMP00686,24/12/2025,01/01/2026,Dec,Q4,Influencer,90675,1727,591,215,1.90%,12.45%,USD 16.48,USD 39.09,3544.14,9735.59,1.75,174.70%,36.38%,2.75
CAMP00687,05/06/2025,17/06/2025,Jun,Q2,Social,156098,13943,3886,2142,8.93%,15.36%,USD 1.43,USD 19.61,3060.44,6389.96,1.09,108.79%,55.12%,2.09
CAMP00688,08/01/2025,22/01/2025,Jan,Q1,Display,45887,4365,1114,251,9.51%,5.75%,USD 4.32,USD 23.63,1084.44,1423.05,0.31,31.22%,22.53%,1.31
CAMP00689,02/05/2025,11/05/2025,May,Q2,Search,164849,12007,4977,1660,7.28%,13.83%,USD 1.61,USD 16.16,2664.53,5636.90,1.12,111.55%,33.35%,2.12
CAMP00690,14/12/2025,27/12/2025,Dec,Q4,Influencer,137732,1500,466,189,1.09%,12.60%,USD 16.58,USD 22.76,3134.18,5977.90,0.91,90.73%,40.56%,1.91
CAMP00691,13/06/2025,26/06/2025,Jun,Q2,Email,294295,24683,8467,1875,8.39%,7.60%,USD 2.51,USD 15.97,4700.83,13543.76,1.88,188.11%,22.14%,2.88
CAMP00692,31/03/2025,13/04/2025,Mar,Q1,Social,291757,26084,3651,943,8.94%,3.62%,USD 4.07,USD 13.15,3835.89,8388.14,1.19,118.68%,25.83%,2.19
CAMP00693,16/05/2025,21/05/2025,May,Q2,Social,70266,6906,1993,1112,9.83%,16.10%,USD 0.69,USD 10.90,765.58,819.51,0.07,7.04%,55.80%,1.07
CAMP00694,05/07/2025,11/07/2025,Jul,Q3,Influencer,214816,18375,2795,759,8.55%,4.13%,USD 1.88,USD 6.63,1424.13,1767.99,0.24,24.15%,27.16%,1.24
CAMP00695,12/11/2025,19/11/2025,Nov,Q4,Search,114020,5712,694,394,5.01%,6.90%,USD 5.27,USD 18.22,2077.08,4288.79,1.06,106.48%,56.77%,2.06
CAMP00696,27/06/2025,05/07/2025,Jun,Q2,Social,181849,13089,4917,1172,7.20%,8.95%,USD 0.53,USD 3.39,615.92,1595.49,1.59,159.04%,23.84%,2.59
CAMP00697,28/01/2025,11/02/2025,Jan,Q1,Display,35702,1915,402,223,5.36%,11.64%,USD 12.65,USD 79.02,2821.25,3360.71,0.19,19.12%,55.47%,1.19
CAMP00698,08/08/2025,21/08/2025,Aug,Q3,Influencer,224450,9375,4556,1738,4.18%,18.54%,USD 2.61,USD 20.25,4544.75,9684.30,1.13,113.09%,38.15%,2.13
CAMP00699,23/12/2025,06/01/2026,Dec,Q4,Influencer,129188,8575,2934,1259,6.64%,14.68%,USD 1.27,USD 12.39,1601.25,3050.76,0.91,90.52%,42.91%,1.91
CAMP00700,10/02/2025,20/02/2025,Feb,Q1,Search,82263,6522,2335,730,7.93%,11.19%,USD 6.75,USD 59.87,4924.76,8499.03,0.73,72.58%,31.26%,1.73
CAMP00701,16/08/2025,21/08/2025,Aug,Q3,Display,264751,17799,3181,983,6.72%,5.52%,USD 1.34,USD 4.99,1321.66,1538.65,0.16,16.42%,30.90%,1.16
CAMP00702,11/07/2025,24/07/2025,Jul,Q3,Display,117225,9892,1499,594,8.44%,6.00%,USD 4.06,USD 20.59,2414.11,6661.23,1.76,175.93%,39.63%,2.76
CAMP00703,25/05/2025,04/06/2025,May,Q2,Search,66804,1728,535,183,2.59%,10.59%,USD 9.73,USD 26.66,1780.87,4499.25,1.53,152.64%,34.21%,2.53
CAMP00704,20/07/2025,28/07/2025,Jul,Q3,Email,97340,4247,1997,461,4.36%,10.85%,USD 3.49,USD 16.54,1609.76,4574.58,1.84,184.18%,23.08%,2.84
CAMP00705,31/07/2025,08/08/2025,Jul,Q3,Display,280165,10683,1306,445,3.81%,4.17%,USD 4.39,USD 6.97,1951.57,2605.97,0.34,33.53%,34.07%,1.34
CAMP00706,08/08/2025,15/08/2025,Aug,Q3,Email,122611,3368,1021,308,2.75%,9.14%,USD 0.84,USD 2.11,258.82,555.14,1.14,114.49%,30.17%,2.14
CAMP00707,28/08/2025,08/09/2025,Aug,Q3,Email,49001,2444,438,236,4.99%,9.66%,USD 11.47,USD 55.24,2706.85,2811.20,0.04,3.86%,53.88%,1.04
CAMP00708,15/02/2025,22/02/2025,Feb,Q1,Influencer,155164,14788,6104,3268,9.53%,22.10%,USD 1.14,USD 24.06,3732.91,5059.53,0.36,35.54%,53.54%,1.36
CAMP00709,04/02/2025,10/02/2025,Feb,Q1,Influencer,111726,6527,2433,624,5.84%,9.56%,USD 6.94,USD 38.78,4332.58,11169.85,1.58,157.81%,25.65%,2.58
CAMP00710,10/09/2025,24/09/2025,Sep,Q3,Social,187974,6725,933,459,3.58%,6.83%,USD 3.68,USD 8.99,1689.34,2658.84,0.57,57.39%,49.20%,1.57
CAMP00711,23/03/2025,04/04/2025,Mar,Q1,Influencer,282883,11843,4104,1560,4.19%,13.17%,USD 1.79,USD 9.89,2796.98,3900.38,0.39,39.45%,38.01%,1.39
CAMP00712,13/09/2025,21/09/2025,Sep,Q3,Display,18699,1218,601,328,6.51%,26.93%,USD 13.64,USD 239.30,4474.70,9327.50,1.08,108.45%,54.58%,2.08
CAMP00713,16/07/2025,28/07/2025,Jul,Q3,Display,138876,5797,1804,558,4.17%,9.63%,USD 7.20,USD 28.94,4019.37,9288.51,1.31,131.09%,30.93%,2.31
CAMP00714,30/10/2025,04/11/2025,Oct,Q4,Email,186065,10875,2329,547,5.84%,5.03%,USD 4.34,USD 12.76,2373.97,5271.86,1.22,122.07%,23.49%,2.22
CAMP00715,10/01/2025,19/01/2025,Jan,Q1,Display,43343,1502,241,125,3.47%,8.32%,USD 7.26,USD 20.94,907.75,1087.76,0.20,19.83%,51.87%,1.20
CAMP00716,08/11/2025,21/11/2025,Nov,Q4,Influencer,258270,10623,5267,2882,4.11%,27.13%,USD 0.98,USD 10.98,2835.68,8112.31,1.86,186.08%,54.72%,2.86
CAMP00717,13/10/2025,18/10/2025,Oct,Q4,Influencer,113985,8379,2727,1462,7.35%,17.45%,USD 3.39,USD 43.42,4949.51,6703.57,0.35,35.44%,53.61%,1.35
CAMP00718,30/08/2025,14/09/2025,Aug,Q3,Influencer,191629,11998,2998,994,6.26%,8.28%,USD 3.83,USD 19.89,3811.75,10866.41,1.85,185.08%,33.16%,2.85
CAMP00719,08/09/2025,16/09/2025,Sep,Q3,Search,181946,3350,622,132,1.84%,3.94%,USD 32.24,USD 23.39,4255.31,8372.13,0.97,96.75%,21.22%,1.97
CAMP00720,31/12/2025,10/01/2026,Dec,Q4,Display,135025,13176,6325,1618,9.76%,12.28%,USD 0.63,USD 7.59,1024.93,1235.97,0.21,20.59%,25.58%,1.21
CAMP00721,05/01/2025,19/01/2025,Jan,Q1,Social,123222,1779,624,354,1.44%,19.90%,USD 12.79,USD 36.76,4529.07,5875.30,0.30,29.72%,56.73%,1.30
CAMP00722,29/04/2025,11/05/2025,Apr,Q2,Display,36586,638,78,26,1.74%,4.08%,USD 6.51,USD 4.62,169.20,314.99,0.86,86.16%,33.33%,1.86
CAMP00723,16/10/2025,23/10/2025,Oct,Q4,Display,62009,4534,561,309,7.31%,6.82%,USD 14.00,USD 69.75,4324.84,12957.52,2.00,199.61%,55.08%,3.00
CAMP00724,06/03/2025,15/03/2025,Mar,Q1,Search,5607,413,196,116,7.37%,28.09%,USD 10.96,USD 226.80,1271.69,3524.76,1.77,177.17%,59.18%,2.77
CAMP00725,26/05/2025,06/06/2025,May,Q2,Display,233237,2729,1048,375,1.17%,13.74%,USD 8.40,USD 13.51,3151.30,9329.31,1.96,196.05%,35.78%,2.96
CAMP00726,12/08/2025,17/08/2025,Aug,Q3,Email,118872,8065,1140,582,6.78%,7.22%,USD 2.64,USD 12.92,1535.96,2933.17,0.91,90.97%,51.05%,1.91
CAMP00727,27/08/2025,07/09/2025,Aug,Q3,Influencer,231316,3005,1050,281,1.30%,9.35%,USD 2.72,USD 3.30,762.95,1800.20,1.36,135.95%,26.76%,2.36
CAMP00728,26/06/2025,11/07/2025,Jun,Q2,Influencer,119235,11502,3079,1088,9.65%,9.46%,USD 1.20,USD 10.99,1310.78,2671.88,1.04,103.84%,35.34%,2.04
CAMP00729,24/09/2025,06/10/2025,Sep,Q3,Search,146295,10628,4415,2128,7.26%,20.02%,USD 1.14,USD 16.52,2417.35,2560.32,0.06,5.91%,48.20%,1.06
CAMP00730,07/12/2025,19/12/2025,Dec,Q4,Influencer,290087,7772,1628,460,2.68%,5.92%,USD 10.01,USD 15.88,4606.34,5913.05,0.28,28.37%,28.26%,1.28
CAMP00731,09/10/2025,22/10/2025,Oct,Q4,Email,92051,2230,564,184,2.42%,8.25%,USD 10.90,USD 21.79,2006.12,3151.04,0.57,57.07%,32.62%,1.57
CAMP00732,04/03/2025,14/03/2025,Mar,Q1,Search,116541,7140,1192,507,6.13%,7.10%,USD 0.74,USD 3.21,373.76,607.82,0.63,62.62%,42.53%,1.63
CAMP00733,05/08/2025,15/08/2025,Aug,Q3,Social,249084,16692,3355,1598,6.70%,9.57%,USD 0.14,USD 0.87,216.46,517.28,1.39,138.97%,47.63%,2.39
CAMP00734,08/12/2025,14/12/2025,Dec,Q4,Influencer,211120,17905,3145,1077,8.48%,6.02%,USD 1.05,USD 5.34,1128.37,2754.97,1.44,144.15%,34.24%,2.44
CAMP00735,11/11/2025,18/11/2025,Nov,Q4,Display,172727,15769,1730,606,9.13%,3.84%,USD 0.59,USD 2.05,354.94,674.75,0.90,90.10%,35.03%,1.90
CAMP00736,10/10/2025,18/10/2025,Oct,Q4,Email,235706,10684,1265,308,4.53%,2.88%,USD 6.23,USD 8.14,1918.53,3372.79,0.76,75.80%,24.35%,1.76
CAMP00737,26/06/2025,04/07/2025,Jun,Q2,Email,79158,6805,2955,1754,8.60%,25.78%,USD 1.13,USD 25.05,1982.84,2685.12,0.35,35.42%,59.36%,1.35
CAMP00738,08/04/2025,20/04/2025,Apr,Q2,Influencer,127207,7481,3153,1402,5.88%,18.74%,USD 3.47,USD 38.23,4863.49,5261.73,0.08,8.19%,44.47%,1.08
